label,text
kaget,"seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga — filsuf stoa"
netral,makan makanan tanpa mengubahnya — marcus aurelius. demikian pesan sang filsuf.
senang,renungkan: aturan pertama adalah menjaga semangat yang tenang. kedua adalah menghadapi hal-hal sebagaimana adanya dan mengenalinya untuk apa adanya
sedih,"pikirkanlah hidup yang telah kamu jalani sampai sekarang sebagai berakhir, dan sebagai seorang yang sudah mati, lihatlah apa yang masih tersisa sebagai bonus dan hiduplah sesuai dengan alam. demikian pesan sang filsuf."
marah,"setiap kali seseorang melakukan kesalahan terhadapmu, segera pertimbangkan apa pemikiran tentang yang baik atau jahat yang mereka miliki dalam melakukannya. pesan marcus aurelius."
sedih,"marcus aurelius mengingatkan: biarkanlah setiap hal yang akan kamu lakukan, katakan, atau niatkan, seperti milik seorang yang akan mati"
jijik,"ini adalah tanda kesempurnaan karakter - menghabiskan setiap hari seolah-olah itu hari terakhirmu, tanpa kebingungan, kemalasan, atau pura-pura sebuah pelajaran berharga"
takut,"kata marcus aurelius: renungkan: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup"
jijik,"marcus aurelius berkata: kata marcus aurelius: ini adalah tanda kesempurnaan karakter - menghabiskan setiap hari seolah-olah itu hari terakhirmu, tanpa kebingungan, kemalasan, atau pura-pura"
kaget,marcus aurelius mengingatkan: takut akan perubahan? tetapi apa yang bisa ada tanpa itu? apa yang lebih dekat dengan hati alam? bisakah kamu mandi air panas dan meninggalkan kayu bakar seperti itu? makan makanan tanpa mengubahnya? dapatkah proses penting terjadi tanpa sesuatu yang berubah? tidak bisa kamu lihat? itu sama saja dengan kamu - dan sama pentingnya bagi alam
senang,"jangan berlebihan dalam impian memiliki apa yang belum kamu miliki, tapi hitunglah berkah utama yang kamu miliki, dan kemudian dengan rasa syukur ingatlah bagaimana kamu akan merindukannya jika itu bukan milikmu. demikian pesan sang filsuf."
sedih,"marcus aurelius berkata: cobalah berdoa dengan cara yang berbeda, dan lihatlah apa yang terjadi: alih-alih meminta 'cara untuk tidur dengannya,' cobalah meminta 'cara untuk berhenti menginginkannya.' alih-alih 'cara untuk menghilangkan dia,' cobalah meminta 'cara untuk tidak merindukan kehancurannya.' alih-alih 'cara untuk tidak kehilangan anakku,' cobalah meminta 'cara untuk kehilangan ketakutan saya akan hal itu.'"
sedih,"marcus aurelius berkata: pikirkanlah hidup yang telah kamu jalani sampai sekarang sebagai berakhir, dan sebagai seorang yang sudah mati, lihatlah apa yang masih tersisa sebagai bonus dan hiduplah sesuai dengan alam. cintailah tangan yang takdir berikan padamu dan mainkanlah seperti milikmu sendiri, karena apakah yang lebih cocok — filsuf stoa. — marcus aurelius, meditations"
sedih,"pikirkanlah hidup yang telah kamu jalani sampai sekarang sebagai berakhir, dan sebagai seorang yang sudah mati, lihatlah apa yang masih tersisa sebagai bonus dan hiduplah sesuai dengan alam. pesan marcus aurelius. — marcus aurelius, meditations — marcus aurelius"
sedih,"marcus aurelius berkata: pikirkanlah hidup yang telah kamu jalani sampai sekarang sebagai berakhir, dan sebagai seorang yang sudah mati, lihatlah apa yang masih tersisa sebagai bonus dan hiduplah sesuai dengan alam"
marah,"karena ketika kamu melihat itu, kamu akan merasa kasihan, bukan heran atau marah. pesan marcus aurelius.. demikian pesan sang filsuf."
takut,"kata marcus aurelius: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup sebuah pelajaran berharga"
senang,"peringatan marcus aurelius: gali dalam dirimu, karena ada sumber kebaikan yang selalu siap mengalir jika kamu terus menggali"
jijik,"jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh. pesan marcus aurelius.. demikian pesan sang filsuf."
marah,"pertahankan daftar di hadapan pikiranmu tentang mereka yang terbakar kemarahan dan kekecewaan terhadap sesuatu, bahkan yang paling terkenal karena kesuksesan, kemalangan, perbuatan jahat, atau prestasi istimewa apa pun — marcus aurelius"
takut,"renungkan: kata-kata bijak marcus aurelius: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup"
marah,"peringatan marcus aurelius: mulailah setiap hari dengan memberi tahu dirimu sendiri: hari ini saya akan bertemu dengan gangguan, ketidakberterimaan, ketidakadilan, kemauan buruk, dan egoisme - semuanya karena ketidaktahuan pelaku tentang apa yang baik atau jahat"
senang,"mencintai hanya apa yang terjadi, apa yang sudah ditentukan. tidak ada harmoni yang lebih besar — filsuf stoa. — marcus aurelius, meditations"
senang,marcus aurelius mengingatkan: yang kamu butuhkan hanyalah ini: keyakinan dalam penilaian saat ini: tindakan untuk kebaikan bersama saat ini; dan sikap bersyukur saat ini untuk apa pun yang datang padamu
senang,jangan buang waktu lagi untuk bertengkar tentang seperti apa seharusnya seorang pria baik. jadilah satu. itulah nasihat marcus aurelius.
marah,"setiap kali seseorang melakukan kesalahan terhadapmu, segera pertimbangkan apa pemikiran tentang yang baik atau jahat yang mereka miliki dalam melakukannya. karena ketika kamu melihat itu, kamu akan merasa kasihan, bukan heran atau marah. itulah nasihat marcus aurelius."
sedih,"biarkanlah setiap hal yang akan kamu lakukan, katakan, atau niatkan, seperti milik seorang yang akan mati sebuah pelajaran berharga."
jijik,"seperti kata marcus aurelius: ini adalah tanda kesempurnaan karakter - menghabiskan setiap hari seolah-olah itu hari terakhirmu, tanpa kebingungan, kemalasan, atau pura-pura — marcus aurelius"
kaget,kata marcus aurelius: takut akan perubahan? tetapi apa yang bisa ada tanpa itu? apa yang lebih dekat dengan hati alam? bisakah kamu mandi air panas dan meninggalkan kayu bakar seperti itu? makan makanan tanpa mengubahnya? dapatkah proses penting terjadi tanpa sesuatu yang berubah? tidak bisa kamu lihat? itu sama saja dengan kamu - dan sama pentingnya bagi alam — marcus aurelius
marah,"hiduplah dengan kebenaran dan keadilan, toleran terhadap mereka yang tidak benar atau tidak adil. itulah nasihat marcus aurelius."
cape,"renungkan: kamu memiliki kekuasaan atas pikiranmu - bukan atas kejadian di luar. sadarilah ini, dan kamu akan menemukan kekuatan — marcus aurelius"
netral,"dalam meditations, marcus aurelius menulis: setiap organisme hidup mencapai kesempurnaan ketika mengikuti jalur yang benar untuk sifatnya sendiri — marcus aurelius, meditations"
cape,"peringatan marcus aurelius: kamu memiliki kekuasaan atas pikiranmu - bukan atas kejadian di luar. sadarilah ini, dan kamu akan menemukan kekuatan — marcus aurelius, meditations — marcus aurelius"
sedih,"kata marcus aurelius: biarkanlah setiap hal yang akan kamu lakukan, katakan, atau niatkan, seperti milik seorang yang akan mati — marcus aurelius, meditations"
sedih,"kata marcus aurelius: jangan kembali ke filsafat sebagai pembimbing, tapi sebagai pasien mencari bantuan untuk mata yang sakit, atau perban untuk luka bakar, atau dari salep — marcus aurelius"
netral,alam semesta adalah transformasi; hidup kita adalah apa yang pikiran kita ciptakan sebuah pelajaran berharga.
cape,"[aku belajar] membaca dengan tekun"";"" tidak puas dengan pengetahuan yang ringan dan dangkal, dan tidak cepat setuju dengan hal-hal yang umum dibicarakan"
jijik,"kebaikan hati adalah tak terkalahkan, tetapi hanya jika itu tulus, tanpa kepura-puraan atau pemalsuan. apa yang dapat dilakukan orang jahat terhadapmu jika kamu terus menunjukkan kebaikan hati dan, jika diberi kesempatan, dengan lembut menunjukkan di mana mereka salah - tepat saat mereka mencoba menyakitimu. demikian pesan sang filsuf."
takut,"marcus aurelius mengingatkan: hiduplah dengan bijak: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup"
takut,"bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup sebuah pelajaran berharga — filsuf stoa."
netral,"tidak ada alam yang lebih rendah dari seni, karena seni meniru alam. itulah nasihat marcus aurelius."
marah,"setiap kali seseorang melakukan kesalahan terhadapmu, segera pertimbangkan apa pemikiran tentang yang baik atau jahat yang mereka miliki dalam melakukannya — marcus aurelius"
netral,kedua adalah menghadapi hal-hal sebagaimana adanya dan mengenalinya untuk apa adanya. pesan marcus aurelius.
jijik,"marcus aurelius berkata: kebaikan hati adalah tak terkalahkan, tetapi hanya jika itu tulus, tanpa kepura-puraan atau pemalsuan. apa yang dapat dilakukan orang jahat terhadapmu jika kamu terus menunjukkan kebaikan hati dan, jika diberi kesempatan, dengan lembut menunjukkan di mana mereka salah - tepat saat mereka mencoba menyakitimu — marcus aurelius"
marah,"seperti kata marcus aurelius: setiap kali kamu akan menyalahkan seseorang, tanyakan pada dirimu sendiri pertanyaan berikut: kesalahan apakah yang paling mirip dengan apa yang akan saya kritik ini"
sedih,"jangan kembali ke filsafat sebagai pembimbing, tapi sebagai pasien mencari bantuan untuk mata yang sakit, atau perban untuk luka bakar, atau dari salep. dengan cara ini, kamu akan mematuhi alasan tanpa menampilkannya dan merasa nyaman dalam perawatannya — filsuf stoa.. demikian pesan sang filsuf."
cape,"dalam meditations, marcus aurelius menulis: penting bagi anda untuk ingat bahwa perhatian yang anda berikan pada setiap tindakan harus sebanding dengan nilainya, karena itu tidak akan membuatmu lelah dan menyerah, jika kamu tidak sibuk dengan hal-hal yang lebih kecil daripada yang seharusnya diizinkan — marcus aurelius"
senang,"hiduplah dengan bijak: mencintai hanya apa yang terjadi, apa yang sudah ditentukan. tidak ada harmoni yang lebih besar. demikian pesan sang filsuf."
senang,"jangan buang waktu lagi untuk bertengkar tentang seperti apa seharusnya seorang pria baik. jadilah satu sebuah pelajaran berharga. — marcus aurelius, meditations"
sedih,"pikirkanlah hidup yang telah kamu jalani sampai sekarang sebagai berakhir, dan sebagai seorang yang sudah mati, lihatlah apa yang masih tersisa sebagai bonus dan hiduplah sesuai dengan alam. cintailah tangan yang takdir berikan padamu dan mainkanlah seperti milikmu sendiri, karena apakah yang lebih cocok"
cape,"hiduplah dengan bijak: penting bagi anda untuk ingat bahwa perhatian yang anda berikan pada setiap tindakan harus sebanding dengan nilainya, karena itu tidak akan membuatmu lelah dan menyerah, jika kamu tidak sibuk dengan hal-hal yang lebih kecil daripada yang seharusnya diizinkan. demikian pesan sang filsuf"
senang,marcus aurelius mengingatkan: hidup bahagia memerlukan sedikit saja; semuanya ada di dalam dirimu dalam cara berpikirmu
marah,"setiap kali seseorang melakukan kesalahan terhadapmu, segera pertimbangkan apa pemikiran tentang yang baik atau jahat yang mereka miliki dalam melakukannya. karena ketika kamu melihat itu, kamu akan merasa kasihan, bukan heran atau marah — filsuf stoa."
marah,"peringatan marcus aurelius: seringkali ketidakadilan terletak pada apa yang tidak kamu lakukan, bukan hanya pada apa yang kamu lakukan"
jijik,"marcus aurelius berkata: jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh. pesan marcus aurelius. — marcus aurelius, meditations"
cape,"renungkan: kamu memiliki kekuasaan atas pikiranmu - bukan atas kejadian di luar. sadarilah ini, dan kamu akan menemukan kekuatan"
sedih,"marcus aurelius berkata: pikirkanlah hidup yang telah kamu jalani sampai sekarang sebagai berakhir, dan sebagai seorang yang sudah mati, lihatlah apa yang masih tersisa sebagai bonus dan hiduplah sesuai dengan alam. cintailah tangan yang takdir berikan padamu dan mainkanlah seperti milikmu sendiri, karena apakah yang lebih cocok — marcus aurelius"
takut,"kata marcus aurelius: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup. pesan marcus aurelius."
senang,"marcus aurelius berkata: setiap kali kamu bangun di pagi hari, pikirkanlah betapa berharga hak istimewa untuk hidup - bernapas, berpikir, menikmati, mencintai"
marah,"dalam meditations, marcus aurelius menulis: balas dendam terbaik adalah menjadi tidak seperti orang yang melakukan kejahatan"
jijik,"kebaikan hati adalah tak terkalahkan, tetapi hanya jika itu tulus, tanpa kepura-puraan atau pemalsuan. apa yang dapat dilakukan orang jahat terhadapmu jika kamu terus menunjukkan kebaikan hati dan, jika diberi kesempatan, dengan lembut menunjukkan di mana mereka salah - tepat saat mereka mencoba menyakitimu sebuah pelajaran berharga — marcus aurelius"
kaget,"seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga — filsuf stoa. — marcus aurelius, meditations — marcus aurelius"
cape,lihatlah ke dalam dirimu; ada sumber kekuatan yang akan selalu muncul jika kamu terus melihat. itulah nasihat marcus aurelius
cape,"seperti kata marcus aurelius: [aku belajar] membaca dengan tekun"";"" tidak puas dengan pengetahuan yang ringan dan dangkal, dan tidak cepat setuju dengan hal-hal yang umum dibicarakan"
takut,"renungkan: bukan kematian yang seharusnya membuat seorang pria takut, tetapi dia seharusnya takut untuk tidak pernah mulai hidup — marcus aurelius"
netral,jangan biarkan masa depan mengganggumu — marcus aurelius
sedih,"marcus aurelius berkata: jangan kembali ke filsafat sebagai pembimbing, tapi sebagai pasien mencari bantuan untuk mata yang sakit, atau perban untuk luka bakar, atau dari salep"
sedih,"dalam meditations, marcus aurelius menulis: cobalah berdoa dengan cara yang berbeda, dan lihatlah apa yang terjadi: alih-alih meminta 'cara untuk tidur dengannya,' cobalah meminta 'cara untuk berhenti menginginkannya.' alih-alih 'cara untuk menghilangkan dia,' cobalah meminta 'cara untuk tidak merindukan kehancurannya.' alih-alih 'cara untuk tidak kehilangan anakku,' cobalah meminta 'cara untuk kehilangan ketakutan saya akan hal itu.'"
jijik,"seperti kata marcus aurelius: jika seseorang dapat menunjukkan kepadaku bahwa apa yang saya pikirkan atau lakukan tidak benar, saya akan dengan senang hati berubah, karena saya mencari kebenaran, yang tidak pernah merugikan siapa pun secara sungguh-sungguh. itu orang yang terus berada dalam penipuan diri dan ketidaktahuan yang merugikan — marcus aurelius"
senang,"dalam meditations, marcus aurelius menulis: kebahagiaan hidupmu bergantung pada kualitas pikiranmu"
senang,"renungkan: bukan tanda kejantanan untuk menjadi marah. sebaliknya, kelembutan dan kesopanan lebih manusiawi, dan oleh karena itu lebih jantan. semakin seseorang mendekati pikiran yang tenang, semakin dekat dia dengan kekuatan"
kaget,"marcus aurelius berkata: seni hidup lebih mirip bergulat daripada menari, karena hidup yang berkelas memerlukan persiapan untuk menghadapi dan menahan serangan yang tiba-tiba dan tak terduga — filsuf stoa. — marcus aurelius, meditations"
